"","Name","Year","Sex","Age","Height","Weight","Team","NOC","Event","Medal"
"2042","Eric Otto Valdemar Lemming",1906,"M",26,190,88,"Sweden","SWE","Athletics Men's Shot Put","Bronze"
"2043","Eric Otto Valdemar Lemming",1906,"M",26,190,88,"Sweden","SWE","Athletics Men's Javelin Throw, Freestyle","Gold"
"2044","Eric Otto Valdemar Lemming",1906,"M",26,190,88,"Sweden","SWE","Athletics Men's Pentathlon (Ancient)","Bronze"
"2045","Eric Otto Valdemar Lemming",1908,"M",28,190,88,"Sweden","SWE","Athletics Men's Javelin Throw","Gold"
"2046","Eric Otto Valdemar Lemming",1908,"M",28,190,88,"Sweden","SWE","Athletics Men's Javelin Throw, Freestyle","Gold"
"2047","Eric Otto Valdemar Lemming",1912,"M",32,190,88,"Sweden","SWE","Athletics Men's Javelin Throw","Gold"
"2048","Deon Christopher Lendore",2012,"M",19,179,75,"Trinidad and Tobago","TTO","Athletics Men's 4 x 400 metres Relay","Bronze"
"2049","Silvio Leonard Sarra",1980,"M",24,173,64,"Cuba","CUB","Athletics Men's 100 metres","Silver"
"2050","Giuseppina Leone (-Paoletti)",1960,"F",25,168,58,"Italy","ITA","Athletics Women's 100 metres","Bronze"
"2051","Barbara Lerczak-Janiszewska-Sobotta (-Nowicka)",1960,"F",23,163,60,"Poland","POL","Athletics Women's 4 x 100 metres Relay","Bronze"
"2052","Albin Georges Lermusiaux",1896,"M",21,NA,NA,"France","FRA","Athletics Men's 1,500 metres","Bronze"
"2053","Sheila W. Lerwill (Alexander-)",1952,"F",23,171,63,"Great Britain","GBR","Athletics Women's High Jump","Silver"
"2054","Tatyana Dmitriyevna Lesovaya (Starodubtseva-)",1980,"F",24,176,85,"Soviet Union","URS","Athletics Women's Discus Throw","Bronze"
"2055","Pierre Lewden",1924,"M",23,167,64,"France","FRA","Athletics Men's High Jump","Bronze"
"2056","Brian M. Lewis",2000,"M",25,170,72,"United States","USA","Athletics Men's 4 x 100 metres Relay","Gold"
"2057","Frederick Carlton ""Carl"" Lewis",1984,"M",23,188,80,"United States","USA","Athletics Men's 100 metres","Gold"
"2058","Frederick Carlton ""Carl"" Lewis",1984,"M",23,188,80,"United States","USA","Athletics Men's 200 metres","Gold"
"2059","Frederick Carlton ""Carl"" Lewis",1984,"M",23,188,80,"United States","USA","Athletics Men's 4 x 100 metres Relay","Gold"
"2060","Frederick Carlton ""Carl"" Lewis",1984,"M",23,188,80,"United States","USA","Athletics Men's Long Jump","Gold"
"2061","Frederick Carlton ""Carl"" Lewis",1988,"M",27,188,80,"United States","USA","Athletics Men's 100 metres","Gold"
"2062","Frederick Carlton ""Carl"" Lewis",1988,"M",27,188,80,"United States","USA","Athletics Men's 200 metres","Silver"
"2063","Frederick Carlton ""Carl"" Lewis",1988,"M",27,188,80,"United States","USA","Athletics Men's Long Jump","Gold"
"2064","Frederick Carlton ""Carl"" Lewis",1992,"M",31,188,80,"United States","USA","Athletics Men's 4 x 100 metres Relay","Gold"
"2065","Frederick Carlton ""Carl"" Lewis",1992,"M",31,188,80,"United States","USA","Athletics Men's Long Jump","Gold"
"2066","Frederick Carlton ""Carl"" Lewis",1996,"M",35,188,80,"United States","USA","Athletics Men's Long Jump","Gold"
"2067","Denise Lewis",1996,"F",23,176,68,"Great Britain","GBR","Athletics Women's Heptathlon","Bronze"
"2068","Denise Lewis",2000,"F",28,176,68,"Great Britain","GBR","Athletics Women's Heptathlon","Gold"
"2069","Raymond Gray ""Ray"" Lewis",1932,"M",21,186,74,"Canada","CAN","Athletics Men's 4 x 400 metres Relay","Bronze"
"2070","Steven Earl ""Steve"" Lewis",1988,"M",19,188,84,"United States","USA","Athletics Men's 400 metres","Gold"
"2071","Steven Earl ""Steve"" Lewis",1988,"M",19,188,84,"United States","USA","Athletics Men's 4 x 400 metres Relay","Gold"
"2072","Steven Earl ""Steve"" Lewis",1992,"M",23,188,84,"United States","USA","Athletics Men's 400 metres","Silver"
"2073","Steven Earl ""Steve"" Lewis",1992,"M",23,188,84,"United States","USA","Athletics Men's 4 x 400 metres Relay","Gold"
"2074","Mark Anthony Lewis-Francis",2004,"M",21,183,89,"Great Britain","GBR","Athletics Men's 4 x 100 metres Relay","Gold"
"2075","Ann-Britt Leyman (-Olsson)",1948,"F",26,168,64,"Sweden","SWE","Athletics Women's Long Jump","Bronze"
"2076","Li Chunxiu",1992,"F",22,170,60,"China","CHN","Athletics Women's 10 kilometres Walk","Bronze"
"2077","Li Meisu",1988,"F",29,176,92,"China","CHN","Athletics Women's Shot Put","Bronze"
"2078","Li Yanfeng",2012,"F",33,179,85,"China","CHN","Athletics Women's Discus Throw","Bronze"
"2079","Zenon Licznerski",1980,"M",25,182,74,"Poland","POL","Athletics Men's 4 x 100 metres Relay","Silver"
"2080","Eric Henry Liddell",1924,"M",22,173,68,"Great Britain","GBR","Athletics Men's 200 metres","Bronze"
"2081","Eric Henry Liddell",1924,"M",22,173,68,"Great Britain","GBR","Athletics Men's 400 metres","Gold"
"2082","Thomas John ""Tom"" Lieb",1924,"M",24,190,98,"United States","USA","Athletics Men's Discus Throw","Bronze"
"2083","Hans Liesche",1912,"M",20,188,67,"Germany","GER","Athletics Men's High Jump","Silver"
"2084","Frey Fritiof ""Frej"" Liewendahl",1924,"M",21,172,62,"Finland","FIN","Athletics Men's 3,000 metres, Team","Gold"
"2085","James Davies ""Jim"" Lightbody",1904,"M",22,173,61,"United States","USA","Athletics Men's 800 metres","Gold"
"2086","James Davies ""Jim"" Lightbody",1904,"M",22,173,61,"United States","USA","Athletics Men's 1,500 metres","Gold"
"2087","James Davies ""Jim"" Lightbody",1904,"M",22,173,61,"United States","USA","Athletics Men's 2,590 metres Steeplechase","Gold"
"2088","James Davies ""Jim"" Lightbody",1904,"M",22,173,61,"Chicago Athletic Association","USA","Athletics Men's 4 mile, Team","Silver"
"2089","James Davies ""Jim"" Lightbody",1906,"M",24,173,61,"United States","USA","Athletics Men's 800 metres","Silver"
"2090","James Davies ""Jim"" Lightbody",1906,"M",24,173,61,"United States","USA","Athletics Men's 1,500 metres","Gold"
"2091","Heikki Liimatainen",1920,"M",26,164,59,"Finland","FIN","Athletics Men's Cross-Country, Individual","Bronze"
"2092","Heikki Liimatainen",1920,"M",26,164,59,"Finland","FIN","Athletics Men's Cross-Country, Team","Gold"
"2093","Heikki Liimatainen",1924,"M",30,164,59,"Finland","FIN","Athletics Men's Cross-Country, Team","Gold"
"2094","Feyisa Lilesa",2016,"M",26,175,67,"Ethiopia","ETH","Athletics Men's Marathon","Silver"
"2095","Ilse Kristiina ""Tiina"" Lillak",1984,"F",23,181,73.5,"Finland","FIN","Athletics Women's Javelin Throw","Silver"
"2096","Carl Johan Lind",1920,"M",36,176,102,"Sweden","SWE","Athletics Men's 56-pound Weight Throw","Bronze"
"2097","Carl Johan Lind",1920,"M",36,176,102,"Sweden","SWE","Athletics Men's Hammer Throw","Silver"
"2098","Axel Leander Lindahl",1912,"M",26,168,63,"Sweden","SWE","Athletics Men's Cross-Country, Team","Gold"
"2099","Edward Ferdinand Jacob ""Ed"" Lindberg",1912,"M",25,177,76,"United States","USA","Athletics Men's 400 metres","Bronze"
"2100","Edward Ferdinand Jacob ""Ed"" Lindberg",1912,"M",25,177,76,"United States","USA","Athletics Men's 4 x 400 metres Relay","Gold"
"2101","Knut Andreas Lindberg",1906,"M",24,179,72,"Sweden","SWE","Athletics Men's Javelin Throw, Freestyle","Silver"
"2102","Knut Andreas Lindberg",1912,"M",30,179,72,"Sweden","SWE","Athletics Men's 4 x 100 metres Relay","Silver"
"2103","Gustaf ""Topsy"" Lindblom",1912,"M",20,186,80,"Sweden","SWE","Athletics Men's Triple Jump","Gold"
"2104","Donald Stacey ""Don"" Linden",1906,"M",28,NA,NA,"Canada","CAN","Athletics Men's 1,500 metres Walk","Silver"
"2105","Harold Blaine Lindgren",1964,"M",25,190,92,"United States","USA","Athletics Men's 110 metres Hurdles","Silver"
"2106","Karl Aarne Lindholm (-Linnolahti)",1912,"M",23,170,NA,"Finland","FIN","Athletics Men's Cross-Country, Team","Silver"
"2107","Dieter Lindner",1964,"M",27,174,66,"Germany","GER","Athletics Men's 20 kilometres Walk","Silver"
"2108","Robert Alexander Lindsay",1920,"M",30,NA,NA,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay","Gold"
"2109","Nils Gunnar Lindstrm",1924,"M",28,172,NA,"Sweden","SWE","Athletics Men's Javelin Throw","Silver"
"2110","Mikhail Innokentyevich Linge",1980,"M",21,179,69,"Soviet Union","URS","Athletics Men's 4 x 400 metres Relay","Gold"
"2111","Donald Fithian Lippincott",1912,"M",18,178,72,"United States","USA","Athletics Men's 100 metres","Bronze"
"2112","Donald Fithian Lippincott",1912,"M",18,178,72,"United States","USA","Athletics Men's 200 metres","Silver"
"2113","Iryna Anatolivna Lishchynska (Nedelenko-)",2008,"F",32,160,56,"Ukraine","UKR","Athletics Women's 1,500 metres","Silver"
"2114","Karel Lismont",1972,"M",23,168,62,"Belgium","BEL","Athletics Men's Marathon","Silver"
"2115","Karel Lismont",1976,"M",27,168,62,"Belgium","BEL","Athletics Men's Marathon","Bronze"
"2116","Nataliya Venediktovna Lisovskaya (-Sedykh)",1988,"F",26,188,105,"Soviet Union","URS","Athletics Women's Shot Put","Gold"
"2117","Yury Nikolayevich Lituyev",1952,"M",27,183,78,"Soviet Union","URS","Athletics Men's 400 metres Hurdles","Silver"
"2118","Sergey Nikolayevich Litvinov",1980,"M",22,180,106,"Soviet Union","URS","Athletics Men's Hammer Throw","Silver"
"2119","Sergey Nikolayevich Litvinov",1988,"M",30,180,106,"Soviet Union","URS","Athletics Men's Hammer Throw","Gold"
"2120","Lyudmila Anatolyevna Litvinova",2008,"F",23,174,62,"Russia","RUS","Athletics Women's 4 x 400 metres Relay","Silver"
"2121","Liu Hong",2016,"F",29,160,50,"China","CHN","Athletics Women's 20 kilometres Walk","Gold"
"2122","Liu Xiang",2004,"M",21,188,74,"China","CHN","Athletics Men's 110 metres Hurdles","Gold"
"2123","Harry Bluett Liversedge",1920,"M",25,NA,NA,"United States","USA","Athletics Men's Shot Put","Bronze"
"2124","Paul Childric Xavier Lizandier",1908,"M",23,NA,NA,"France","FRA","Athletics Men's 3 mile, Team","Bronze"
"2125","John Arthur Ljunggren",1948,"M",28,178,59,"Sweden","SWE","Athletics Men's 50 kilometres Walk","Gold"
"2126","John Arthur Ljunggren",1956,"M",37,178,59,"Sweden","SWE","Athletics Men's 50 kilometres Walk","Bronze"
"2127","John Arthur Ljunggren",1960,"M",40,178,59,"Sweden","SWE","Athletics Men's 50 kilometres Walk","Silver"
"2128","Jorge Llopart Ribas",1980,"M",28,167,63,"Spain","ESP","Athletics Men's 50 kilometres Walk","Silver"
"2129","Andria Lloyd",1996,"F",24,170,66,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay","Bronze"
"2130","Shereefa Lloyd",2008,"F",25,172,68,"Jamaica","JAM","Athletics Women's 4 x 400 metres Relay","Bronze"
"2131","Shereefa Lloyd",2012,"F",29,172,68,"Jamaica","JAM","Athletics Women's 4 x 400 metres Relay","Bronze"
"2132","John Wilfrid ""Johnny"" Loaring",1936,"M",20,178,74,"Canada","CAN","Athletics Men's 400 metres Hurdles","Silver"
"2133","Mihaela Loghin",1984,"F",32,170,78,"Romania","ROU","Athletics Women's Shot Put","Silver"
"2134","Charles Georg Lomberg",1912,"M",25,182,75,"Sweden","SWE","Athletics Men's Decathlon","Silver"
"2135","John Edward ""Jack"" London",1928,"M",23,183,75,"Great Britain","GBR","Athletics Men's 100 metres","Silver"
"2136","John Edward ""Jack"" London",1928,"M",23,183,75,"Great Britain","GBR","Athletics Men's 4 x 100 metres Relay","Bronze"
"2137","Dallas Crutcher Long, III",1960,"M",20,193,118,"United States","USA","Athletics Men's Shot Put","Bronze"
"2138","Dallas Crutcher Long, III",1964,"M",24,193,118,"United States","USA","Athletics Men's Shot Put","Gold"
"2139","Carl-Ludwig Hermann ""Luz"" Long",1936,"M",23,184,72,"Germany","GER","Athletics Men's Long Jump","Silver"
"2140","Maxwell Warburn ""Maxey"" Long",1900,"M",21,182,75,"United States","USA","Athletics Men's 400 metres","Gold"
"2141","Thomas Pkemei Longosiwa",2012,"M",30,175,57,"Kenya","KEN","Athletics Men's 5,000 metres","Bronze"
"2142","Frank Farmer Loomis, Jr.",1920,"M",23,188,NA,"United States","USA","Athletics Men's 400 metres Hurdles","Gold"
"2143","Carlos Alberto de Sousa Lopes",1976,"M",29,167,55,"Portugal","POR","Athletics Men's 10,000 metres","Silver"
"2144","Carlos Alberto de Sousa Lopes",1984,"M",37,167,55,"Portugal","POR","Athletics Men's Marathon","Gold"
"2145","Priscilla Lopes-Schliep",2008,"F",25,163,67,"Canada","CAN","Athletics Women's 100 metres Hurdles","Bronze"
"2146","Ren Zacharie Alfred Lorain",1920,"M",20,175,68,"France","FRA","Athletics Men's 4 x 100 metres Relay","Silver"
"2147","Claudia Losch",1984,"F",24,181,84,"West Germany","FRG","Athletics Women's Shot Put","Gold"
"2148","Jri Lossman",1920,"M",29,169,69,"Estonia","EST","Athletics Men's Marathon","Silver"
"2149","Ingrid Lotz (Eichmann-)",1964,"F",30,169,74,"Germany","GER","Athletics Women's Discus Throw","Silver"
"2150","Spyridon ""Spyros"" Louis",1896,"M",23,NA,NA,"Greece","GRE","Athletics Men's Marathon","Gold"
"2151","Toivo Aarne Loukola",1928,"M",25,173,60,"Finland","FIN","Athletics Men's 3,000 metres Steeplechase","Gold"
"2152","Lzr Lovsz",1968,"M",26,189,99,"Hungary","HUN","Athletics Men's Hammer Throw","Bronze"
"2153","John Edward ""Jack"" Lovelock",1936,"M",26,169,61,"New Zealand","NZL","Athletics Men's 1,500 metres","Gold"
"2154","Vladimir Nikolayevich Lovetsky",1972,"M",20,186,83,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay","Silver"
"2155","Fia Lovin (Rafira-)",1984,"F",33,166,57,"Romania","ROU","Athletics Women's 800 metres","Bronze"
"2156","Douglas Gordon Arthur Lowe",1924,"M",21,183,70,"Great Britain","GBR","Athletics Men's 800 metres","Gold"
"2157","Douglas Gordon Arthur Lowe",1928,"M",25,183,70,"Great Britain","GBR","Athletics Men's 800 metres","Gold"
"2158","Gabriele Lwe (Kotte-)",1980,"F",21,172,60,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay","Silver"
"2159","Helge Andreas Lvland",1920,"M",29,188,84,"Norway","NOR","Athletics Men's Decathlon","Gold"
"2160","Lu Xiuzhi",2016,"F",22,160,45,"China","CHN","Athletics Women's 20 kilometres Walk","Bronze"
"2161","Ralf Lbke",1988,"M",23,192,80,"West Germany","FRG","Athletics Men's 4 x 400 metres Relay","Bronze"
"2162","Werner Lueg",1952,"M",20,176,64,"Germany","GER","Athletics Men's 1,500 metres","Bronze"
"2163","Francis Lawrence ""Frank"" Lukeman",1912,"M",26,178,NA,"Canada","CAN","Athletics Men's Pentathlon","Bronze"
"2164","Yevgeniy Yuryevich Lukyanenko",2008,"M",23,190,79,"Russia","RUS","Athletics Men's Pole Vault","Silver"
"2165","Ragnar Torsten Lundberg",1952,"M",27,181,73,"Sweden","SWE","Athletics Men's Pole Vault","Bronze"
"2166","Sven Emil Lundgren",1920,"M",23,183,75,"Sweden","SWE","Athletics Men's 3,000 metres, Team","Bronze"
"2167","Kurt Anders Valdemar Lundquist",1948,"M",22,190,75,"Sweden","SWE","Athletics Men's 4 x 400 metres Relay","Bronze"
"2168","Erik Hjalmar Lundqvist",1928,"M",19,187,83,"Sweden","SWE","Athletics Men's Javelin Throw","Gold"
"2169","Klas Julius Lundstrm",1912,"M",23,180,72,"Sweden","SWE","Athletics Men's Cross-Country, Team","Gold"
"2170","Emilio Lunghi",1908,"M",21,179,70,"Italy","ITA","Athletics Men's 800 metres","Silver"
"2171","J. Jacques Lunis",1948,"M",25,181,72,"France","FRA","Athletics Men's 4 x 400 metres Relay","Silver"
"2172","Jnis Lsis",1964,"M",25,180,90,"Soviet Union","URS","Athletics Men's Javelin Throw","Bronze"
"2173","Jnis Lsis",1968,"M",29,180,90,"Soviet Union","URS","Athletics Men's Javelin Throw","Gold"
"2174","Jnis Lsis",1972,"M",33,180,90,"Soviet Union","URS","Athletics Men's Javelin Throw","Silver"
"2175","Karl August Luther",1912,"M",26,179,64,"Sweden","SWE","Athletics Men's 4 x 100 metres Relay","Silver"
"2176","James Ellis ""Jimmy"" LuValle",1936,"M",23,185,73,"United States","USA","Athletics Men's 400 metres","Bronze"
"2177","Vyacheslav Nikolayevich Lykho",1992,"M",25,196,120,"Unified Team","EUN","Athletics Men's Shot Put","Bronze"
"2178","Liudmyla Ivanivna Lysenko (-Shevtsova, -Hurevych)",1960,"F",25,164,53,"Soviet Union","URS","Athletics Women's 800 metres","Gold"
"2179","Tatyana Viktorovna Lysenko (-Beloborodova)",2012,"F",28,180,85,"Russia","RUS","Athletics Women's Hammer Throw","Gold"
"2180","Leonid Dmytrovych Lytvynenko",1972,"M",23,185,87,"Soviet Union","URS","Athletics Men's Decathlon","Silver"
"2181","Kaarlo Hannes Maaninka",1980,"M",26,178,61,"Finland","FIN","Athletics Men's 5,000 metres","Bronze"
"2182","Kaarlo Hannes Maaninka",1980,"M",26,178,61,"Finland","FIN","Athletics Men's 10,000 metres","Silver"
"2183","Bertram Hector ""Bert"" Macdonald",1924,"M",21,NA,NA,"Great Britain","GBR","Athletics Men's 3,000 metres, Team","Silver"
"2184","James Garfield MacDonald",1908,"M",26,185,76,"Canada","CAN","Athletics Men's Triple Jump","Silver"
"2185","Linsey Tarrel MacDonald",1980,"F",16,160,43,"Great Britain","GBR","Athletics Women's 4 x 400 metres Relay","Bronze"
"2186","Joseph Oliver MacDonald",1924,"M",20,180,70,"United States","USA","Athletics Men's 4 x 400 metres Relay","Gold"
"2187","Henry Maitland Macintosh",1912,"M",19,173,66,"Great Britain","GBR","Athletics Men's 4 x 100 metres Relay","Gold"
"2188","Timothy ""Tim"" Mack",2004,"M",31,187,81,"United States","USA","Athletics Men's Pole Vault","Gold"
"2189","Nancy Mackay (Murrall-)",1948,"F",26,NA,NA,"Canada","CAN","Athletics Women's 4 x 100 metres Relay","Bronze"
"2190","Tianna Madison-Bartoletta",2012,"F",26,168,58,"United States","USA","Athletics Women's 4 x 100 metres Relay","Gold"
"2191","Tianna Madison-Bartoletta",2016,"F",30,168,58,"United States","USA","Athletics Women's 4 x 100 metres Relay","Gold"
"2192","Tianna Madison-Bartoletta",2016,"F",30,168,58,"United States","USA","Athletics Women's Long Jump","Gold"
"2193","Arthur Barrington ""Barry"" Magee",1960,"M",26,165,53,"New Zealand","NZL","Athletics Men's Marathon","Bronze"
"2194","Maurren Higa Maggi",2008,"F",32,173,61,"Brazil","BRA","Athletics Women's Long Jump","Gold"
"2195","Emil Magnusson",1912,"M",24,186,85,"Sweden","SWE","Athletics Men's Discus Throw, Both Hands","Bronze"
"2196","John Verner Magnusson",1920,"M",29,168,59,"Sweden","SWE","Athletics Men's Cross-Country, Team","Bronze"
"2197","Walter Mahlendorf",1960,"M",25,182,81,"Germany","GER","Athletics Men's 4 x 100 metres Relay","Gold"
"2198","Joseph Mahmoud",1984,"M",28,174,65,"France","FRA","Athletics Men's 3,000 metres Steeplechase","Silver"
"2199","Tomasz Majewski",2008,"M",26,204,142,"Poland","POL","Athletics Men's Shot Put","Gold"
"2200","Tomasz Majewski",2012,"M",30,204,142,"Poland","POL","Athletics Men's Shot Put","Gold"
"2201","Aleksandr Fyodorovich Makarov",1980,"M",29,184,98,"Soviet Union","URS","Athletics Men's Javelin Throw","Silver"
"2202","Sergey Aleksandrovich Makarov",2000,"M",27,192,100,"Russia","RUS","Athletics Men's Javelin Throw","Bronze"
"2203","Sergey Aleksandrovich Makarov",2004,"M",31,192,100,"Russia","RUS","Athletics Men's Javelin Throw","Bronze"
"2204","Taoufik Makhloufi",2012,"M",24,170,67,"Algeria","ALG","Athletics Men's 1,500 metres","Gold"
"2205","Taoufik Makhloufi",2016,"M",28,170,67,"Algeria","ALG","Athletics Men's 800 metres","Silver"
"2206","Taoufik Makhloufi",2016,"M",28,170,67,"Algeria","ALG","Athletics Men's 1,500 metres","Silver"
"2207","Galina Vyacheslavovna Malchugina (Mikheyeva-)",1988,"F",25,168,62,"Soviet Union","URS","Athletics Women's 4 x 100 metres Relay","Bronze"
"2208","Galina Vyacheslavovna Malchugina (Mikheyeva-)",1992,"F",29,168,62,"Unified Team","EUN","Athletics Women's 4 x 100 metres Relay","Silver"
"2209","Doris Maletzki (-Brachmann-)",1976,"F",24,168,56,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay","Gold"
"2210","Bronisaw Malinowski",1976,"M",25,182,68,"Poland","POL","Athletics Men's 3,000 metres Steeplechase","Silver"
"2211","Bronisaw Malinowski",1980,"M",29,182,68,"Poland","POL","Athletics Men's 3,000 metres Steeplechase","Gold"
"2212","Stefano Malinverni",1980,"M",21,180,73,"Italy","ITA","Athletics Men's 4 x 400 metres Relay","Bronze"
"2213","Sven August Malm",1920,"M",26,NA,NA,"Sweden","SWE","Athletics Men's 4 x 100 metres Relay","Bronze"
"2214","Maicel Donee Malone (-Wallace, -Trapp)",1996,"F",27,176,61,"United States","USA","Athletics Women's 4 x 400 metres Relay","Gold"
"2215","Ronell Joshua ""Josh"" Mance",2012,"M",20,191,82,"United States","USA","Athletics Men's 4 x 400 metres Relay","Silver"
"2216","Vronique Mang",2004,"F",19,173,59,"France","FRA","Athletics Women's 4 x 100 metres Relay","Bronze"
