"","Name","Year","Sex","Age","Height","Weight","Team","NOC","Event"
"245","Gregory Curtis ""Greg"" Bell",1956,"M",26,174,68,"United States","USA","Athletics Men's Long Jump"
"246","Florence Isabel ""Jane"" Bell (-Walker, -Doane)",1928,"F",17,169,58,"Canada","CAN","Athletics Women's 4 x 100 metres Relay"
"247","Alessandro ""Sandro"" Bellucci",1984,"M",29,170,56,"Italy","ITA","Athletics Men's 50 kilometres Walk"
"248","Irina Nikolayevna Belova (Ilyichova-)",1992,"F",24,175,62,"Unified Team","EUN","Athletics Women's Heptathlon"
"249","Rhadi Ben Abdesselam",1960,"M",31,180,65,"Morocco","MAR","Athletics Men's Marathon"
"250","Kurt Bendlin",1968,"M",25,178,91,"West Germany","FRG","Athletics Men's Decathlon"
"251","Hasna Benhassi",2004,"F",26,166,47,"Morocco","MAR","Athletics Women's 800 metres"
"252","Hasna Benhassi",2008,"F",30,166,47,"Morocco","MAR","Athletics Women's 800 metres"
"253","Basil Robert Bennett",1920,"M",25,183,77,"United States","USA","Athletics Men's Hammer Throw"
"254","Robert Howard ""Bob"" Bennett",1948,"M",28,188,98,"United States","USA","Athletics Men's Hammer Throw"
"255","Charles Bennett",1900,"M",29,NA,NA,"Great Britain","GBR","Athletics Men's 1,500 metres"
"256","Charles Bennett",1900,"M",29,NA,NA,"Great Britain","GBR","Athletics Men's 4,000 metres Steeplechase"
"257","Charles Bennett",1900,"M",29,NA,NA,"Amateur Athletic Association","GBR","Athletics Men's 5,000 metres, Team"
"258","John Dale Bennett",1956,"M",26,172,68,"United States","USA","Athletics Men's Long Jump"
"259","Todd Anthony Bennett",1984,"M",22,170,64,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"260","Joan Benoit (-Samuelson)",1984,"F",27,157,46,"United States","USA","Athletics Women's Marathon"
"261","Eero Edvin Berg",1924,"M",26,167,58,"Finland","FIN","Athletics Men's 10,000 metres"
"262","Eero Edvin Berg",1924,"M",26,167,58,"Finland","FIN","Athletics Men's Cross-Country, Team"
"263","Kajsa Margareta Bergqvist (-Herngren-)",2000,"F",23,175,59,"Sweden","SWE","Athletics Women's High Jump"
"264","Tell Schirnding Berna",1912,"M",20,188,70,"United States","USA","Athletics Men's 3,000 metres, Team"
"265","Kent Bede Bernard",1964,"M",22,185,77,"Trinidad and Tobago","TTO","Athletics Men's 4 x 400 metres Relay"
"266","Livio Berruti",1960,"M",21,180,66,"Italy","ITA","Athletics Men's 200 metres"
"267","Romeo Bertini",1924,"M",31,NA,NA,"Italy","ITA","Athletics Men's Marathon"
"268","Gilles Bertould",1972,"M",23,176,63,"France","FRA","Athletics Men's 4 x 400 metres Relay"
"269","Nadezhda Viktorovna Besfamilnaya",1976,"F",25,166,55,"Soviet Union","URS","Athletics Women's 4 x 100 metres Relay"
"270","Doina Ofelia Beliu-Melinte",1984,"F",27,171,59,"Romania","ROU","Athletics Women's 800 metres"
"271","Doina Ofelia Beliu-Melinte",1984,"F",27,171,59,"Romania","ROU","Athletics Women's 1,500 metres"
"272","Colette Besson (-Nogus)",1968,"F",22,169,58,"France","FRA","Athletics Women's 400 metres"
"273","Udo Beyer",1976,"M",20,195,135,"East Germany","GDR","Athletics Men's Shot Put"
"274","Udo Beyer",1980,"M",24,195,135,"East Germany","GDR","Athletics Men's Shot Put"
"275","Uwe Beyer",1964,"M",19,191,108,"Germany","GER","Athletics Men's Hammer Throw"
"276","Nezha Bidouane",2000,"F",30,174,65,"Morocco","MAR","Athletics Women's 400 metres Hurdles"
"277","Ferdinand Reinhardt Bie",1912,"M",24,174,72,"Norway","NOR","Athletics Men's Pentathlon"
"278","Anni Biechl (-Capeller)",1960,"F",20,163,60,"Germany","GER","Athletics Women's 4 x 100 metres Relay"
"279","Ivan Pavlovych Bieliaiev",1964,"M",29,178,67,"Soviet Union","URS","Athletics Men's 3,000 metres Steeplechase"
"280","Jerome Cousins Biffle",1952,"M",24,184,79,"United States","USA","Athletics Men's Long Jump"
"281","Mary Denise Bignal-Rand (-Toomey, -Reese)",1964,"F",24,173,61,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay"
"282","Mary Denise Bignal-Rand (-Toomey, -Reese)",1964,"F",24,173,61,"Great Britain","GBR","Athletics Women's Long Jump"
"283","Mary Denise Bignal-Rand (-Toomey, -Reese)",1964,"F",24,173,61,"Great Britain","GBR","Athletics Women's Pentathlon"
"284","Abebe Bikila",1960,"M",28,177,57,"Ethiopia","ETH","Athletics Men's Marathon"
"285","Abebe Bikila",1964,"M",32,177,57,"Ethiopia","ETH","Athletics Men's Marathon"
"286","John Arthur Biller",1904,"M",26,NA,NA,"United States","USA","Athletics Men's Standing Long Jump"
"287","John Arthur Biller",1908,"M",30,NA,NA,"United States","USA","Athletics Men's Standing High Jump"
"288","Michael Allen Oswald Bingham",2008,"M",22,183,75,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"289","Dane Alex Bird-Smith",2016,"M",24,187,72,"Australia","AUS","Athletics Men's 20 kilometres Walk"
"290","Matthew Kiprotich Birir",1992,"M",20,172,62,"Kenya","KEN","Athletics Men's 3,000 metres Steeplechase"
"291","Paul Ezekiel Bitok",1992,"M",22,173,58,"Kenya","KEN","Athletics Men's 5,000 metres"
"292","Paul Ezekiel Bitok",1996,"M",26,173,58,"Kenya","KEN","Athletics Men's 5,000 metres"
"293","Amos Kipwabok Biwott",1968,"M",21,181,66,"Kenya","KEN","Athletics Men's 3,000 metres Steeplechase"
"294","Edmund Franklin ""Ed"" Black",1928,"M",23,178,75,"United States","USA","Athletics Men's Hammer Throw"
"295","Lawrence Jeffery ""Larry"" Black",1972,"M",21,186,80,"United States","USA","Athletics Men's 200 metres"
"296","Lawrence Jeffery ""Larry"" Black",1972,"M",21,186,80,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"297","Marilyn Mary Black (-Vassella)",1964,"F",20,165,55,"Australia","AUS","Athletics Women's 200 metres"
"298","Roger Anthony Black",1992,"M",26,190,79,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"299","Roger Anthony Black",1996,"M",30,190,79,"Great Britain","GBR","Athletics Men's 400 metres"
"300","Roger Anthony Black",1996,"M",30,190,79,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"301","Michael Blackwood",2000,"M",21,190,79,"Jamaica","JAM","Athletics Men's 4 x 400 metres Relay"
"302","Yordanka Blagoeva Ivanova",1972,"F",25,175,64,"Bulgaria","BUL","Athletics Women's High Jump"
"303","Yordanka Blagoeva Ivanova",1976,"F",29,175,64,"Bulgaria","BUL","Athletics Women's High Jump"
"304","Arthur Charles Blake",1896,"M",24,NA,NA,"United States","USA","Athletics Men's 1,500 metres"
"305","Dennis Anthony Blake",1996,"M",25,186,70,"Jamaica","JAM","Athletics Men's 4 x 400 metres Relay"
"306","Yohan Blake",2012,"M",22,180,80,"Jamaica","JAM","Athletics Men's 100 metres"
"307","Yohan Blake",2012,"M",22,180,80,"Jamaica","JAM","Athletics Men's 200 metres"
"308","Yohan Blake",2012,"M",22,180,80,"Jamaica","JAM","Athletics Men's 4 x 100 metres Relay"
"309","Yohan Blake",2016,"M",26,180,80,"Jamaica","JAM","Athletics Men's 4 x 100 metres Relay"
"310","Harriet Claiborne Bland (-Green)",1936,"F",21,163,50,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"311","Francina Elsje ""Fanny"" Blankers-Koen",1948,"F",30,175,63,"Netherlands","NED","Athletics Women's 100 metres"
"312","Francina Elsje ""Fanny"" Blankers-Koen",1948,"F",30,175,63,"Netherlands","NED","Athletics Women's 200 metres"
"313","Francina Elsje ""Fanny"" Blankers-Koen",1948,"F",30,175,63,"Netherlands","NED","Athletics Women's 80 metres Hurdles"
"314","Francina Elsje ""Fanny"" Blankers-Koen",1948,"F",30,175,63,"Netherlands","NED","Athletics Women's 4 x 100 metres Relay"
"315","Erwin Blask",1936,"M",26,180,97,"Germany","GER","Athletics Men's Hammer Throw"
"316","Keston Bledman",2008,"M",20,180,88,"Trinidad and Tobago","TTO","Athletics Men's 4 x 100 metres Relay"
"317","Keston Bledman",2012,"M",24,180,88,"Trinidad and Tobago","TTO","Athletics Men's 4 x 100 metres Relay"
"318","Charles Edward ""Joe"" Blewitt",1920,"M",24,NA,NA,"Great Britain","GBR","Athletics Men's 3,000 metres, Team"
"319","Lillian Barbara Board",1968,"F",19,168,60,"Great Britain","GBR","Athletics Women's 400 metres"
"320","Nataliya Valeryevna Bochina",1980,"F",18,173,55,"Soviet Union","URS","Athletics Women's 200 metres"
"321","Nataliya Valeryevna Bochina",1980,"F",18,173,55,"Soviet Union","URS","Athletics Women's 4 x 100 metres Relay"
"322","Inge Bdding (Eckhoff-)",1972,"F",25,154,48,"West Germany","FRG","Athletics Women's 4 x 400 metres Relay"
"323","Carla Bodendorf (Rietig-)",1976,"F",22,164,58,"East Germany","GDR","Athletics Women's 4 x 100 metres Relay"
"324","Christine Bodner-Laser",1976,"F",25,179,68,"East Germany","GDR","Athletics Women's Pentathlon"
"325","dn Bodor (Krausz-)",1908,"M",26,NA,NA,"Hungary","HUN","Athletics Men's 1,600 metres Medley Relay"
"326","Olga Mikhaylovna Bogoslovskaya (Naumkina-, -Guberniyeva, -Vasilyeva)",1992,"F",28,166,54,"Unified Team","EUN","Athletics Women's 4 x 100 metres Relay"
"327","Michael Kipsubut ""Mike"" Boit",1972,"M",23,180,68,"Kenya","KEN","Athletics Men's 800 metres"
"328","Wilson Boit Kipketer",2000,"M",26,167,52,"Kenya","KEN","Athletics Men's 3,000 metres Steeplechase"
"329","Jeanette Bolden",1984,"F",24,174,65,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"330","Ato Jabari Boldon",1996,"M",22,176,75,"Trinidad and Tobago","TTO","Athletics Men's 100 metres"
"331","Ato Jabari Boldon",1996,"M",22,176,75,"Trinidad and Tobago","TTO","Athletics Men's 200 metres"
"332","Ato Jabari Boldon",2000,"M",26,176,75,"Trinidad and Tobago","TTO","Athletics Men's 100 metres"
"333","Ato Jabari Boldon",2000,"M",26,176,75,"Trinidad and Tobago","TTO","Athletics Men's 200 metres"
"334","Pyotr Grogoryevich Bolotnikov",1960,"M",30,173,64,"Soviet Union","URS","Athletics Men's 10,000 metres"
"335","Usain St. Leo Bolt",2008,"M",21,196,95,"Jamaica","JAM","Athletics Men's 100 metres"
"336","Usain St. Leo Bolt",2008,"M",21,196,95,"Jamaica","JAM","Athletics Men's 200 metres"
"337","Usain St. Leo Bolt",2012,"M",25,196,95,"Jamaica","JAM","Athletics Men's 100 metres"
"338","Usain St. Leo Bolt",2012,"M",25,196,95,"Jamaica","JAM","Athletics Men's 200 metres"
"339","Usain St. Leo Bolt",2012,"M",25,196,95,"Jamaica","JAM","Athletics Men's 4 x 100 metres Relay"
"340","Usain St. Leo Bolt",2016,"M",29,196,95,"Jamaica","JAM","Athletics Men's 100 metres"
"341","Usain St. Leo Bolt",2016,"M",29,196,95,"Jamaica","JAM","Athletics Men's 200 metres"
"342","Usain St. Leo Bolt",2016,"M",29,196,95,"Jamaica","JAM","Athletics Men's 4 x 100 metres Relay"
"343","Naftali Bon",1968,"M",23,177,61,"Kenya","KEN","Athletics Men's 4 x 400 metres Relay"
"344","Anatoliy Pavlovych Bondarchuk",1972,"M",32,183,113,"Soviet Union","URS","Athletics Men's Hammer Throw"
"345","Anatoliy Pavlovych Bondarchuk",1976,"M",36,183,113,"Soviet Union","URS","Athletics Men's Hammer Throw"
"346","Bohdan Viktorovych Bondarenko",2016,"M",26,198,77,"Ukraine","UKR","Athletics Men's High Jump"
"347","Olga Petrovna Bondarenko (Krentser-)",1988,"F",28,154,42,"Soviet Union","URS","Athletics Women's 10,000 metres"
"348","George Valentine Bonhag",1906,"M",24,179,60,"United States","USA","Athletics Men's 1,500 metres Walk"
"349","George Valentine Bonhag",1908,"M",26,179,60,"United States","USA","Athletics Men's 3 mile, Team"
"350","George Valentine Bonhag",1912,"M",30,179,60,"United States","USA","Athletics Men's 3,000 metres, Team"
"351","Louis Victor Marie Bonniot de Fleurac",1908,"M",31,NA,NA,"France","FRA","Athletics Men's 3 mile, Team"
"352","Paul Pierre Bontemps",1924,"M",21,NA,NA,"France","FRA","Athletics Men's 3,000 metres Steeplechase"
"353","Jacob ""Jaap"" Boot",1924,"M",21,NA,NA,"Netherlands","NED","Athletics Men's 4 x 100 metres Relay"
"354","Verne Hobson Booth",1924,"M",25,185,68,"United States","USA","Athletics Men's Cross-Country, Team"
"355","Charles Edward ""Charley"" Borah",1928,"M",22,178,68,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"356","Valeriy Viktorovich Borchin",2008,"M",21,178,63,"Russia","RUS","Athletics Men's 20 kilometres Walk"
"357","Erich Borchmeyer",1932,"M",27,178,81,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"358","Erich Borchmeyer",1936,"M",31,178,81,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"359","Gelindo Bordin",1988,"M",29,180,68,"Italy","ITA","Athletics Men's Marathon"
"360","Olivia Borle",2008,"F",22,172,57,"Belgium","BEL","Athletics Women's 4 x 100 metres Relay"
"361","Yury Mikhaylovich Borzakovsky",2004,"M",23,183,70,"Russia","RUS","Athletics Men's 800 metres"
"362","Valeriy Pylypovych Borzov",1972,"M",22,183,80,"Soviet Union","URS","Athletics Men's 100 metres"
"363","Valeriy Pylypovych Borzov",1972,"M",22,183,80,"Soviet Union","URS","Athletics Men's 200 metres"
"364","Valeriy Pylypovych Borzov",1972,"M",22,183,80,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay"
"365","Valeriy Pylypovych Borzov",1976,"M",26,183,80,"Soviet Union","URS","Athletics Men's 100 metres"
"366","Valeriy Pylypovych Borzov",1976,"M",26,183,80,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay"
"367","Ralph Harold Boston",1960,"M",21,187,74,"United States","USA","Athletics Men's Long Jump"
"368","Ralph Harold Boston",1964,"M",25,187,74,"United States","USA","Athletics Men's Long Jump"
"369","Ralph Harold Boston",1968,"M",29,187,74,"United States","USA","Athletics Men's Long Jump"
"370","Alexandre Franois tienne Jean Bouin",1908,"M",19,172,70,"France","FRA","Athletics Men's 3 mile, Team"
"371","Alexandre Franois tienne Jean Bouin",1912,"M",23,172,70,"France","FRA","Athletics Men's 5,000 metres"
"372","Khalid Boulami",1996,"M",26,167,60,"Morocco","MAR","Athletics Men's 5,000 metres"
"373","Hassiba Boulmerka",1992,"F",24,158,49,"Algeria","ALG","Athletics Women's 1,500 metres"
"374","Clifford Frederick ""Cliff"" Bourland",1948,"M",27,183,75,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"375","Moulay Brahim Boutayeb",1988,"M",21,171,60,"Morocco","MAR","Athletics Men's 10,000 metres"
"376","Frentorish ""Tori"" Bowie",2016,"F",25,175,58,"United States","USA","Athletics Women's 100 metres"
"377","Frentorish ""Tori"" Bowie",2016,"F",25,175,58,"United States","USA","Athletics Women's 200 metres"
"378","Frentorish ""Tori"" Bowie",2016,"F",25,175,58,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"379","Renate Boy-Garisch-Culmberger",1964,"F",25,175,98,"Germany","GER","Athletics Women's Shot Put"
"380","Raelene Ann Boyle",1968,"F",17,168,57,"Australia","AUS","Athletics Women's 200 metres"
"381","Raelene Ann Boyle",1972,"F",21,168,57,"Australia","AUS","Athletics Women's 100 metres"
"382","Raelene Ann Boyle",1972,"F",21,168,57,"Australia","AUS","Athletics Women's 200 metres"
"383","Audun Boysen",1956,"M",27,181,66,"Norway","NOR","Athletics Men's 800 metres"
"384","Everett Lewis Bradley",1920,"M",22,178,79,"United States","USA","Athletics Men's Pentathlon"
"385","Donald George ""Don"" Bragg",1960,"M",25,190,89,"United States","USA","Athletics Men's Pole Vault"
"386","Lyudmila Ivanovna Bragina",1972,"F",29,165,57,"Soviet Union","URS","Athletics Women's 1,500 metres"
"387","Esther Cornelia Brand (van Heerden-)",1952,"F",29,NA,NA,"South Africa","RSA","Athletics Women's High Jump"
"388","Christopher William ""Chris"" Brasher",1956,"M",28,NA,NA,"Great Britain","GBR","Athletics Men's 3,000 metres Steeplechase"
"389","Ellen Braumller (-Hassauer)",1932,"F",21,170,68,"Germany","GER","Athletics Women's Javelin Throw"
"390","Johannes ""Hanns"" Braun",1908,"M",21,180,68,"Germany","GER","Athletics Men's 800 metres"
"391","Johannes ""Hanns"" Braun",1908,"M",21,180,68,"Germany","GER","Athletics Men's 1,600 metres Medley Relay"
"392","Johannes ""Hanns"" Braun",1912,"M",25,180,68,"Germany","GER","Athletics Men's 400 metres"
"393","Sabine Braun",1992,"F",27,174,65,"Germany","GER","Athletics Women's Heptathlon"
"394","John Bray",1900,"M",24,NA,NA,"United States","USA","Athletics Men's 1,500 metres"
"395","Thiago Braz da Silva",2016,"M",22,183,75,"Brazil","BRA","Athletics Men's Pole Vault"
"396","Christina Brehmer-Lathan",1976,"F",18,169,57,"East Germany","GDR","Athletics Women's 400 metres"
"397","Christina Brehmer-Lathan",1976,"F",18,169,57,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay"
"398","Christina Brehmer-Lathan",1980,"F",22,169,57,"East Germany","GDR","Athletics Women's 400 metres"
"399","Christina Brehmer-Lathan",1980,"F",22,169,57,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay"
"400","Emil William Breitkreutz",1904,"M",20,NA,NA,"United States","USA","Athletics Men's 800 metres"
"401","Grit Breuer (-Springstein)",1988,"F",16,168,63,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay"
"402","Grit Breuer (-Springstein)",1996,"F",24,168,63,"Germany","GER","Athletics Women's 4 x 400 metres Relay"
"403","Derrick Keith Brew",2004,"M",26,185,81,"United States","USA","Athletics Men's 400 metres"
"404","Derrick Keith Brew",2004,"M",26,185,81,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"405","Calvin David ""Cal"" Bricker",1908,"M",23,NA,NA,"Canada","CAN","Athletics Men's Long Jump"
"406","Calvin David ""Cal"" Bricker",1912,"M",27,NA,NA,"Canada","CAN","Athletics Men's Long Jump"
"407","Hartmut Briesenick",1972,"M",23,191,116,"East Germany","GDR","Athletics Men's Shot Put"
"408","Robbie Ian Brightwell",1964,"M",24,188,81,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"409","Valerie Ann Brisco-Hooks",1984,"F",24,170,62,"United States","USA","Athletics Women's 200 metres"
"410","Valerie Ann Brisco-Hooks",1984,"F",24,170,62,"United States","USA","Athletics Women's 400 metres"
"411","Valerie Ann Brisco-Hooks",1984,"F",24,170,62,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"412","Valerie Ann Brisco-Hooks",1988,"F",28,170,62,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"413","Herman Harold Brix",1928,"M",21,190,100,"United States","USA","Athletics Men's Shot Put"
"414","Kenneth L. ""Kenny"" Brokenburr",2000,"M",31,179,77,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"415","James Kent ""Jim"" Brooker",1924,"M",21,180,NA,"United States","USA","Athletics Men's Pole Vault"
"416","Dorothy Elizabeth Anne ""Dot"" Brookshaw (-Marr)",1936,"F",23,NA,NA,"Canada","CAN","Athletics Women's 4 x 100 metres Relay"
"417","Henricus Adrianus ""Harry"" Broos",1924,"M",25,NA,NA,"Netherlands","NED","Athletics Men's 4 x 100 metres Relay"
"418","Bertha ""Puck"" Brouwer (-van Duyne)",1952,"F",21,174,73,"Netherlands","NED","Athletics Women's 200 metres"
"419","Aaron Brown",2016,"M",24,198,79,"Canada","CAN","Athletics Men's 4 x 100 metres Relay"
"420","Alice Regina Brown (-Harris)",1984,"F",23,159,59,"United States","USA","Athletics Women's 100 metres"
"421","Alice Regina Brown (-Harris)",1984,"F",23,159,59,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"422","Alice Regina Brown (-Harris)",1988,"F",27,159,59,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"423","Audrey Kathleen Kilner Brown (-Court)",1936,"F",23,NA,NA,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay"
"424","Benjamin Gene ""Benny"" Brown",1976,"M",22,180,74,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"425","Christopher Deon ""Chris"" Brown",2000,"M",21,178,75,"Bahamas","BAH","Athletics Men's 4 x 400 metres Relay"
"426","Christopher Deon ""Chris"" Brown",2008,"M",29,178,75,"Bahamas","BAH","Athletics Men's 4 x 400 metres Relay"
"427","Christopher Deon ""Chris"" Brown",2012,"M",33,178,75,"Bahamas","BAH","Athletics Men's 4 x 400 metres Relay"
"428","Christopher Deon ""Chris"" Brown",2016,"M",37,178,75,"Bahamas","BAH","Athletics Men's 4 x 400 metres Relay"
"429","Earlene Brown (Dennis-)",1960,"F",25,175,114,"United States","USA","Athletics Women's Shot Put"
"430","Arthur Godfrey Kilner Brown",1936,"M",21,183,70,"Great Britain","GBR","Athletics Men's 400 metres"
